old_taxonID_linked_genome_sequence,species,genus,family,order,class,phylum
Sporothrix_brasiliensis,Sporothrix brasiliensis,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Sporothrix_globosa,Sporothrix globosa,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Sporothrix_insectorum,Sporothrix insectorum,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Sporothrix_pallida,Sporothrix pallida,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Sporothrix_schenckii,Sporothrix schenckii,Sporothrix,Ophiostomataceae,Ophiostomatales,Sordariomycetes,Ascomycota
Stachybotrys_chartarum,Stachybotrys chartarum,Stachybotrys,Stachybotryaceae,Hypocreales,Sordariomycetes,Ascomycota
Stachybotrys_chlorohalonata,Stachybotrys chlorohalonata,Stachybotrys,Stachybotryaceae,Hypocreales,Sordariomycetes,Ascomycota
Stagonosporopsis_tanaceti,Stagonosporopsis tanaceti,Stagonosporopsis,Didymellaceae,Pleosporales,Dothideomycetes,Ascomycota
Starmera_amethionina,Starmera amethionina,Starmera,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Starmera_quercuum,Starmera quercuum,Starmera,Phaffomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Starmerella_apicola,Starmerella apicola,Candida,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Starmerella_bombicola,Starmerella bombicola,Starmerella,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Stemphylium_lycopersici,Stemphylium lycopersici,Stemphylium,Pleosporaceae,Pleosporales,Dothideomycetes,Ascomycota
Stenocarpella_maydis,Stenocarpella maydis,Stenocarpella,Diaporthaceae,Diaporthales,Sordariomycetes,Ascomycota
Sugiyamaella_lignohabitans,Sugiyamaella lignohabitans,Sugiyamaella,Dipodascaceae/Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Suhomyces_canberraensis,Suhomyces canberraensis,Suhomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Suhomyces_emberorum,Suhomyces emberorum,Suhomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Suhomyces_pyralidae,Suhomyces pyralidae,Suhomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Suhomyces_tanzawaensis,Suhomyces tanzawaensis,Suhomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Symbiotaphrina_buchneri,Symbiotaphrina buchneri,Symbiotaphrina,Symbiotaphrinaceae,Symbiotaphrinales,Xylonomycetes,Ascomycota
Talaromyces_adpressus,Talaromyces adpressus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_amestolkiae,Talaromyces amestolkiae,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_atroroseus,Talaromyces atroroseus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_borbonicus,Talaromyces borbonicus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_cellulolyticus,Talaromyces cellulolyticus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_islandicus,Talaromyces islandicus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_leycettanus,Talaromyces leycettanus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_marneffei,Talaromyces marneffei,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_piceae,Talaromyces piceae,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_pinophilus,Talaromyces pinophilus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_purpureogenus,Talaromyces purpureogenus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
Talaromyces_stipitatus,Talaromyces stipitatus,Talaromyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Ascomycota
