OTU	5_12_14_Plot_1	5_12_14_Plot_2	5_12_14_Plot_3	5_12_14_Plot_4	5_12_14_Plot_5	5_12_14_Plot_6	5_21_14_Plot_1	5_21_14_Plot_2	5_21_14_Plot_4	5_21_14_Plot_5	5_21_14_Plot_6	6_1_14_Plot_1	6_1_14_Plot_2	6_1_14_Plot_3	6_1_14_Plot_4	6_1_14_Plot_6	7_22_14_Plot_1	7_22_14_Plot_2	7_22_14_Plot_3	7_22_14_Plot_4	7_22_14_Plot_5	7_22_14_Plot_6	9_24_14_Plot_1	9_24_14_Plot_2	9_24_14_Plot_3	9_24_14_Plot_4	9_24_14_Plot_5	9_24_14_Plot_6	Soil_1	Soil_10	Soil_100	Soil_101	Soil_102	Soil_107	Soil_108	Soil_109	Soil_11	Soil_110	Soil_111	Soil_112	Soil_114	Soil_115	Soil_116	Soil_119	Soil_119_2	Soil_12	Soil_121	Soil_122	Soil_123	Soil_124	Soil_125	Soil_126	Soil_127	Soil_128	Soil_129	Soil_13	Soil_130	Soil_134	Soil_135	Soil_136	Soil_137	Soil_138	Soil_139	Soil_14	Soil_140	Soil_141	Soil_142	Soil_143	Soil_144	Soil_145	Soil_146	Soil_147	Soil_148	Soil_149	Soil_15	Soil_150	Soil_152	Soil_154	Soil_155	Soil_156	Soil_16	Soil_161	Soil_163	Soil_166	Soil_167	Soil_169	Soil_17	Soil_171	Soil_172	Soil_174	Soil_176	Soil_177	Soil_179	Soil_18	Soil_181	Soil_182	Soil_184	Soil_188	Soil_189	Soil_190	Soil_191	Soil_192	Soil_193	Soil_194	Soil_195	Soil_196	Soil_197	Soil_198	Soil_199	Soil_2	Soil_201	Soil_202	Soil_203	Soil_204	Soil_205	Soil_206	Soil_207	Soil_208	Soil_210	Soil_211	Soil_215	Soil_216	Soil_217	Soil_218	Soil_220	Soil_221	Soil_222	Soil_223	Soil_226	Soil_227	Soil_228	Soil_229	Soil_230	Soil_231	Soil_232	Soil_233	Soil_234	Soil_235	Soil_236	Soil_237	Soil_238	Soil_26	Soil_29	Soil_3	Soil_34	Soil_4	Soil_5	Soil_6	Soil_7	Soil_8	Soil_80	Soil_81	Soil_83	Soil_84	Soil_85	Soil_86	Soil_87	Soil_88	Soil_89	Soil_94	Soil_95	Soil_96	Soil_97	Soil_98	Soil_99
21	36	605	7738	1989	7918	2480	294	3	1635	777	3842	268	3870	1314	2010	2796	37	722	1411	12536	1969	1973	1007	5090	50131	72039	9105	365	65	269	13	9	1	13	11	27	337	82	107	115	103	55	4	111	66	47	125	248	43	35	203	581	13	10	72	1	60	87	41	2	75	1	9	76	102	29	40	7	16	2	39	320	83	62	102	106	28	33	11	27	351	74	0	33	247	46	328	85	199	332	157	169	91	181	92	1	110	6	64	0	0	0	4	205	1	2	17	26	239	273	108	72	180	25	40	31	0	157	344	88	48	115	30	3	33	37	78	2	83	129	81	47	923	133	81	78	87	2	0	39	54	0	2	1086	1	665	120	71	68	16	164	107	56	14	27	123	109	65	0	27	62	140	140	71	66
22	6680	696	0	3912	71	764	3526	114	9968	7474	3473	189	7630	3117	2693	11196	895	6229	1638	508	1986	247	820	142	93	59	24584	32861	0	481	390	850	2277	16	54	950	197	60	80	234	2526	159	266	564	352	38	381	354	383	200	46	1090	2489	96	1445	28	2958	1	907	1087	0	219	0	435	762	954	0	354	289	0	54	105	459	595	286	283	51	448	149	380	292	18	109	48	555	115	247	980	58	660	97	250	131	220	803	123	918	0	91	1796	2808	0	521	437	0	0	600	2718	0	24	1270	338	574	622	205	75	8	935	295	847	59	232	632	391	652	358	25	115	773	26	919	1497	999	8136	1820	74	326	3118	301	266	827	1	0	0	20	401	0	268	341	156	15	117	1860	420	3	0	1795	338	211	212	8	167	254	53	353
23	30	13	87	226	49	17	0	10	79	167	88	723	33	39	16	442	50	200	113	136	360	870	213	121	1709	29	30	60	555	1002	304	1549	1067	160	211	305	7042	1509	867	1272	1274	2700	1624	2245	836	2971	3306	779	3843	992	437	1372	755	2459	396	3021	2896	526	139	1964	29	2089	488	6127	2720	100	1448	198	99	2409	806	319	91	429	426	3534	756	3307	4449	6044	1309	2384	408	397	2152	110	900	3265	303	174	320	757	572	1140	2364	542	1278	0	57	104	66	4966	601	2026	239	106	2597	160	396	429	254	1191	171	200	4224	2075	118	1774	2675	1752	654	456	1091	95	393	371	2561	66	1374	1183	1736	2026	2377	768	21	207	2130	2078	1941	847	2127	940	20267	171	6035	246	2279	1888	222	1003	138	8	3008	247	440	592	1171	1019	579	553	1409	1902	294	367	734
24	0	0	2	1	1	0	0	0	1	1	2	1	0	2182	0	26	0	14	1	444	50	4	0	2	886	114	1	118947	0	465	0	0	0	1	0	0	24	0	0	0	8	79	31	160	209	41	11	2473	0	0	0	0	0	0	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	8	0	1	1	1	0	0	1671	0	1	2	2	1289	0	0	312	26	0	3	0	0	195	6	953	0	0	81	0	0	0	23	0	0	0	1	1	0	8	20754	0	0	0	42	1	1	5459	0	0	0	0	2	1	0	20	0	351	0	0	4721	0	0	0	0	0	0	0	18013	573	0	0	0	12865	1	1	0	1887	0	0	0	2733	0	0	0	0	1905	0	0	0	0	0	0	0
25	1	1	5	2	2	197144	1	12	11	5	4	6	1	6	1	5	3	2	4	79	1	1	3	2	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	3	0	0	0	19	4	0	0	0	30	2324	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0	1	2	0	0	0	0	1	0	34	19	0	0	0	0	0	0	0	0	0	15	25	2	72	3	40	14949	18098	0	0	1314	13	4	305	1	0	53	0	1	0	2	0	1	0	0	8	14	0	0	100	0	1	7751	13775	159	2	32	0	0	1	0	0	0	215	0	0	1	1	0	0	0	0	0	0	968	1	1	4047	157	150	1663	0	0	4	3	0	64	0	67	1	0	818	0	0	1	95	746	1	1	33	0	0	1	0	0	1	0	0	1	1	0	0	0	573	1	2	0	262	107	0	4719	0	0	7	0	1	7	0	378	1	0	0	0	11	37412	0	59	1110	1	39652	37244	0	0	4	1910	0	2	6	6	0	1	0	0	1	0	1	3	1	0	0	0	1	0	0	0
27	5	21	176	55	203	12592	481	1	66301	3784	6	2054	4	226	916	10658	27	308	42805	10110	2274	1741	7	33	19	3	7978	191	0	12	0	88	273	164	0	2	53	0	7	25	48	1	110	1620	40	8	6	109	5	88	8	46	546	278	13	278	2305	2	15	3	202	15	55	271	544	131	7	454	13	0	8	88	16	1040	40	12	154	11	0	390	24	591	68	22	782	4	1068	11	0	860	96	12	119	767	384	265	36	0	0	0	0	0	2	0	0	15	0	6	0	68	0	1	277	44	0	78	1	0	0	125	0	0	0	0	0	4	0	0	0	250	4	0	624	36	0	186	10	115	0	48	0	0	0	22	0	0	0	0	179	355	0	0	0	255	234	0	12	3	248	162	36	45	3	26	1605
28	0	9	44	6	6242	10563	0	263	27	22	910	7	416	46	1013	169	170	180	1644	182	307	703	2	1510	12782	112	160	1	169	945	1168	611	4594	865	231	2054	539	1432	3559	4107	2793	1728	162	260	3742	4071	26	643	2719	1340	8656	149	7968	5474	2233	680	2887	14	9	74	660	864	64	1062	557	1213	371	331	428	44	234	4931	151	218	4231	581	55	144	57	244	1104	525	56	2038	2489	409	5836	689	3573	2027	10	2067	336	1985	6285	1887	1628	1	0	0	0	0	2169	0	2734	25	0	489	2	10	304	40	0	11	0	0	2	5	150	12	1	84	0	0	48	1	1262	1	268	2	42	0	11	192	18	343	366	128	18	218	158	700	67	1	0	2641	2818	1660	596	2221	1066	64	1596	292	735	316	1599	145	589	690	46	478	444	659	348
29	11	2	20015	4273	3261	2441	12	1797	5316	1058	3670	281	80	1071	8397	464	3	3210	13131	17702	4875	14039	1	4	22	11	1464	0	1	744	2921	1375	732	0	0	0	162	1105	1979	3	419	1921	197	5	16	189	987	911	492	260	1308	22	25	675	757	1565	298	0	0	1	0	510	828	239	1031	1496	679	253	13	76	959	1190	1044	734	450	539	27	284	31	114	333	1090	1	310	0	502	0	147	230	639	1355	3448	940	20	534	2366	551	0	0	0	0	0	0	41	714	0	1	80	20	0	0	0	199	514	0	0	2	4	33	802	0	0	0	0	0	0	13	0	2	0	0	8	17	466	15	204	486	0	1	99	0	0	0	0	0	3226	0	945	1042	37	0	0	1220	0	375	983	2438	452	0	14413	277	135	637	462	791
30	4369	0	0	26	5	3	0	1	4544	1167	4	4	0	149	1	4	178	1	53	378	17	0	0	1	0	18	0	0	1717	1	0	35	7	5	25578	1	688	5	0	3	3	13	1730	7	2	2	270	2422	3	1	4	0	8	1992	0	0	4	36	0	1	4580	75	2	0	3	3318	0	0	11866	1	1	1	0	5183	1	0	1	1484	1	224	1	10	589	1	0	223	0	0	2	1095	135	6	0	0	2	7	70	9283	65	0	479	0	0	0	0	201	28	1	14	70	3	64080	1056	2114	56	0	1	0	12	12	3702	0	1	750	0	0	0	1888	0	0	7	4233	1328	1	0	1	22	2	0	3	0	14	175	288	0	9	1	4	6	92	1799	3	9	1	0	179	3	1265	1	430	6674	4	9	0	3768
31	11201	0	0	3	36	3	0	1	0	0	1	2	0	92	0	11	1	0	0	0	0	0	3	0	0	436	1	1	2408	1	0	59	23	11	75032	4	0	13	7	5	0	5	1	0	5	0	2	0	2	10	3	0	0	32	0	6	14	0	502	2	22056	0	1	9	1	1	2	0	0	1	0	0	0	2	0	0	0	0	1	3	0	22	0	0	9	9	1	15	98	0	1	0	8	1	1	0	145	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	3	13	22	3	0	5	0	1	0	0	25902	0	0	1	0	12	1	0	10	1	0	1	432	0	0	0	0	2	0	13004	23055	3	0	4	14	0	5	4	7	16	1	0	12	1
32	13	1893	0	121	2	6538	0	3	513	1	5546	4	16	121	2598	6	62	11043	884	6237	73	16274	1	310	25968	21800	3	37099	0	149	0	108	0	7	0	363	9	67	0	0	768	106	149	27	0	36	537	1455	0	0	3	45	0	2022	222	0	575	18	0	2	42	0	12	0	14	0	0	0	97	0	1	79	16	11	0	0	12	0	11	0	0	0	0	607	1	1	0	0	218	857	0	365	0	0	0	100	14	55	0	1	0	959	296	2774	1429	0	395	0	1572	5	0	220	1	502	182	5	0	57	0	0	0	0	198	1	0	0	111	3	62	26	2751	596	0	0	0	0	0	0	0	5	0	0	3	131	0	610	2	51	3	0	85	0	401	17	371	90	0	87	0	159	105	0	0	0	0
33	1081	0	334	7955	4	2	100	0	0	0	1	1	124	0	91	4	137	2	0	257	583	1974	0	1	795	0	3	1	199	1228	0	0	0	537	7350	1	83	1	0	6	1	2382	0	19	106	637	3027	263	1	1046	2	1	1823	5165	1960	0	224	4340	1873	2	37633	0	5	0	0	26	0	2	4509	751	458	14	1	151	0	6	0	8085	0	0	100	0	1207	17	1	0	4554	0	815	55	143	0	3209	0	0	0	476	304	23663	2	0	5	39	71	0	0	0	1	0	4	6	0	0	0	0	0	0	2648	1	7	222	6	593	2	4	1	0	0	3445	0	2954	2154	81	0	0	147	3	0	221	984	1204	0	1	718	17	1	0	0	0	0	3244	1	2390	1	1	0	0	0	154	0	1132	0	0	5271	109
34	1960	350	2	3	22612	8	30	2	0	3383	0	1531	0	0	29	1	1241	0	1733	10	23	1	3507	1	2	1	0	0	3	2	1	12	43	8329	671	1	0	1	0	4	1	1	1976	36	13	0	21	2	0	0	7876	0	0	0	0	0	0	876	188	33	39	1	0	1	2	537	0	0	17434	1	131	1	0	20	4295	0	0	0	1	2169	1	255	935	17	0	0	0	0	5	0	1	0	235	0	0	2	43	1846	104	62	166	0	0	0	3	0	9229	2	0	3171	0	0	0	2	0	0	0	2	0	0	10225	2910	979	259	6	0	0	0	1	0	319	0	16679	11	0	0	204	0	59	1	77	0	0	1188	0	0	1	2	0	0	2832	5030	2	5	1	0	12	11	251	16013	1	0	1	0	139
36	3723	0	0	0	0	0	9	0	756	17	872	0	4	24	3	0	0	0	1	4	47	3	1	0	0	0	42	30	16	67	7	13	0	298	9729	6	112	0	0	2	9	5166	19	0	1	21	48	1564	47	0	12	0	0	3435	3	0	0	802	86	1	2387	0	10	5	0	0	0	0	727	0	1	1	0	1189	0	0	0	19	1151	0	1	63	2309	759	0	0	0	0	1158	1288	4103	75	79	0	1	3	9966	3	0	0	0	0	0	0	1	0	1	0	0	0	7	0	13662	2723	0	0	0	0	0	818	0	0	3	0	1	0	0	16760	10	0	0	32	35	25	0	5	0	0	41	276	3	1	25	137	117	0	0	1	1	0	12926	3	2405	2	20	6958	2	1585	6	0	30153	583	151	16	636
37	2	211	0	8328	23	10421	0	2	6114	3	1	9	1513	117	2556	8173	116	228	11773	2798	631	1333	0	1077	112	14366	4	0	21	535	1505	2026	0	9	1	0	18	186	1171	22	242	208	0	3571	0	1936	1658	2946	6	0	0	0	4910	873	1682	0	574	2	0	0	0	1	0	26	0	143	3	63	1	0	10	5663	484	53	0	2	4	241	0	2	0	187	29	0	0	1	1379	905	22	1466	355	436	0	176	2286	104	418	0	0	55	0	0	0	0	3892	33	1	126	0	52	8	1	155	0	526	2	0	0	5	181	0	1	1	0	0	0	0	0	0	0	33	181	0	0	0	0	0	12	0	0	72	0	0	0	0	7491	0	5	152	5	0	0	5256	28	0	0	753	1597	1	728	118	0	0	5	0
38	104	0	1	0	0	0	0	0	656	4	5	2	4	128	1	8	100	0	149	0	139	1	206	0	63	5	109	1	1424	2	0	5	4	12	2644	74	60	1	1	0	1139	2834	3002	0	1	0	45	12	3	2396	0	1	7	13919	193	200	0	3290	25	15	7044	1	2	32	0	0	0	0	2	55	0	2	6	493	0	0	1	60	0	0	0	15	421	1	1	317	0	7	4580	1647	168	168	0	0	0	189	18	1530	14463	1	221	0	0	913	0	0	5204	0	1600	203	48	0	10	4574	0	4	145	4	1722	1	12890	347	362	449	4	0	506	850	794	0	246	737	0	286	539	0	46	3	0	72	9	0	11	1193	0	0	5	371	258	3	1863	642	2819	0	0	251	1	5	324	10	11244	0	0	51	13557
39	18765	122	854	19	272	10	5118	2	203	415	9005	62	647	792	34	14898	2147	3449	1790	409	1271	2969	1440	174	1093	1	18627	29230	252	0	141	175	400	41	301	381	0	52	0	45	428	4	111	35	3	25	10	5	30	6	12	0	72	162	379	0	0	92	81	108	13	1	28	17	1	6	0	11	74	5	1	0	3	1	95	1	8	43	38	11	91	77	76	5	0	9	258	22	15	0	1	35	91	372	367	209	24	514	268	1914	1626	0	33	0	48	173	215	79	55	221	208	0	14	16	0	2	4	295	68	242	350	112	516	159	107	44	67	0	16	0	6	54	0	0	109	2	71	183	101	141	123	0	0	266	111	0	164	0	0	156	352	270	113	1	5	14	14	17	37	0	31	102	42	46	0
40	0	29162	0	388	0	20	0	1366	7	6	2	0	1	0	1	0	0	720	4	2	0	0	0	0	0	0	1	0	0	0	1	0	9	31	0	1	0	0	0	4706	13	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	27	3603	8554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	7	0	0	3	0	0	1	2	0	63265	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	1	0	192	0	0	0	12	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	6874	3	0	0	0	0	0	13	8277	25	0	0	0	0	0	1	0	0	0
41	13	0	6	0	13	0	0	0	0	47	288	23	0	0	0	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	118163	0	5	0	29	0	21	1	53	0	0	407	0	1650	0	5	0	39	78	56	4	673	188	2	0	17	12	38	56	288	2	4	5	20	32	30	215	6	13	5	229	0	1	0	37	18	3	49	303	0	140	7	2	0	40	114	1	19	0	0	10	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	26	0	0	9	2	1	0	1	96	2	1	0	2	0	0	0
42	188	0	1786	24	4544	3297	76	0	0	775	19722	3093	1	1562	135	295	101	8	8647	3	87	7944	33	9	1087	1	1973	0	6	19	2065	722	287	57	455	249	26	2	14	0	904	1	3025	0	569	5	0	0	163	206	716	0	460	3048	0	1389	94	18	437	1155	212	1	0	31	38	1	385	71	508	76	6	66	0	1	1889	30	241	32	21	569	0	2212	1341	5	45	3674	2317	441	134	28	0	49	4405	1165	3653	503	683	6	0	0	0	0	0	5	0	2	567	138	0	1169	0	0	0	0	0	1	0	0	4	103	101	84	17	1	5	0	0	28	4	0	0	0	0	1	0	57	2641	94	0	90	12	0	0	0	0	3	7	0	4807	751	3781	1557	0	1	1	0	0	6926	2502	1	0	12	83	411	236
43	2	1	0	117	1	1	0	2	447	274	5170	1	1	0	318	0	11	43	102	88	287	432	1	265	105	3	38686	12860	0	173	13	0	0	0	0	12	44	300	61	19	6	515	38	106	0	93	66	245	841	60	84	0	32	0	47	380	741	0	1	1	0	1	1	33	0	0	50	0	2	0	342	3	5	2646	0	2835	61	82	5551	53	261	0	0	0	0	2	177	0	557	460	9	6	387	0	0	0	7999	0	0	2	0	0	0	5	0	0	0	2	1880	146	30	317	64	911	879	3895	1876	15	14	11	0	0	0	0	0	0	0	0	257	237	1035	365	15118	1149	526	61	549	3	59	1494	515	0	66	0	1	2	1	0	383	0	0	0	1202	0	9	0	253	690	0	5	7	14	130	0	9
44	311	1	1	1	1	28	0	0	0	169	11	6	1395	222	325	835	6	795	14	34	810	646	9819	59	414	2	590	5153	31	515	3785	20	0	3	449	85	17	394	32	14	1350	2178	293	63	60	176	773	508	148	146	34	23	2283	19	93	850	1483	432	27	63	262	56	713	176	3362	32	194	37	1647	51	172	1937	3	20	1487	34	84	2198	32	28	2622	13	325	1182	0	16	1051	250	1427	1496	45	323	445	108	1862	832	2202	0	112	295	0	0	1416	156	4	15	495	9	16	420	163	17	99	1755	33	187	43	1963	1055	3104	76	3735	1	1	0	0	136	679	1088	58	150	193	54	23	1536	8	954	8354	2781	5166	1170	0	45	44	708	52	304	2186	100	1675	1504	957	4526	54	278	1250	60	189	0	4	1858	207	79	28	292
45	1	0	4	6	56	110	0	0	0	0	18	2	3	6	57	10	30	9	47	164	34	58	22	19	1085	112	177	2	240	325	412	214	5701	409	113	975	1403	515	26	140	1050	696	660	15	480	473	72	481	1928	1571	6084	40	962	3652	741	1586	723	498	186	109	99	20	12	2273	32	125	109	103	280	13	20	115	88	105	1272	523	124	24	13	43	348	139	847	312	8662	850	721	1727	1527	465	139	5704	1764	1126	1573	704	995	5	0	5	7	0	29	0	197	11	0	386	0	1017	11109	1	0	230	0	0	0	1	38	0	193	400	0	21	15	0	49	28	213	1	0	5	2	8585	12	943	3422	124	1	292	690	356	71	305	0	1467	1	552	1030	1550	6432	1543	441	2	75	211	11	700	734	815	136	198	2712	477	1839
46	28	0	7	1	24	7	4	1	189	8	1	1	7	533	6	1746	1	31	242	23280	130	34	3	176	12633	13874	774	29	0	24	1825	7	0	33	3	0	5	0	25	0	4	13	79	14	411	0	6	7207	82	0	83	17	0	0	4	0	6	1	0	0	0	0	0	7	0	0	715	114	0	100	6	0	53	60	2	4	3	829	0	7	0	6	0	1	0	4	0	0	498	257	220	2233	0	43	856	6	87	0	0	0	0	0	0	1	1	3	0	22	15	0	0	3259	0	0	879	1	1	0	93	0	0	0	13	2	9411	0	1	0	13521	1	0	2797	8	3	0	6	0	0	1	45	767	0	0	0	0	0	0	16	5	0	2	8	159	0	0	0	0	9	0	4	0	54	1	99	11650
47	103	0	22	0	463	28	22	0	44	21	52	3	177	971	70	114	10	131	11	162	1391	425	522	0	1	52	798	3685	1429	37	790	984	524	140	547	261	334	783	86	250	3175	237	187	235	229	24	34	1067	506	1449	1156	1200	1600	1381	1179	336	2959	31	505	214	301	0	27	502	195	807	144	499	3	38	90	14	231	617	816	2036	435	41	54	210	640	106	199	289	1006	429	551	364	1111	405	155	3168	701	810	55	1118	3419	53	299	131	157	0	0	2315	2	128	0	1170	22	18	36	1597	0	8108	0	652	117	872	266	729	0	97	346	209	1266	705	1778	398	16	2	1188	846	1801	9712	1964	146	1194	4008	2301	417	1536	0	163	219	0	0	1	93	299	696	156	210	510	151	23	1588	23	1164	1360	1683	166	705	606	872	35
48	22851	0	1340	3497	27245	14	13373	2	1174	1	19	6	3	2039	255	13	5854	1	554	415	826	6031	5828	2	606	406	0	91	82	0	10	0	499	356	258	126	294	0	0	0	378	7	379	0	271	18	56	436	0	0	1063	25	633	26	19	1	0	189	785	163	1370	1	5	0	1	6	105	0	32	17	483	0	7	34	20	7	676	49	3	0	24	6	87	0	13	160	2	0	136	0	0	14	0	308	0	446	0	1480	376	0	13	0	0	0	0	0	31	319	118	115	0	327	29	0	0	0	2	30	685	0	554	30	85	0	0	0	0	61	0	0	816	185	448	0	0	0	113	0	104	23	297	0	31	230	0	0	0	0	1	68	35	37	6	6	17	0	290	287	20	81	154	0	425	0	128
49	4	0	0	1	0	0	0	10985	11	0	0	0	0	0	1	0	1	0	0	2	2	0	4	0	0	0	0	1	3	0	0	2	37	3	6	1	1	1	2	7	10	8	20	1	4	5	1	7	10	7	13	1	35	28	14821	2	3	1	0	24	0	70137	0	3	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	18	0	4080	0	0	4	91	46	0	0	0	5	12	40	0	5	19	0	0	0	2	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1	0	16	0	0	75	50	0	836	0	3	0	2	0	0	7	0	0	0	0	0	0	21	5	6	0	0	0	0	0	605	2	0	0	18	0	16	3	13	4	10	1	17	1	12	1	5	3	28
50	999	15	92	9	20	7971	96	1104	52	360	4689	38	44	102	1535	620	825	192	881	455	217	694	18	2608	736	439	752	35	1	970	1746	4046	3768	386	396	3677	74	205	1969	1633	139	1194	126	754	11	1153	8	138	922	198	400	16	5574	1688	805	41	2401	54	203	283	0	296	31	244	147	122	125	259	182	6	97	1370	21	37	56	110	84	244	56	107	46	790	113	735	52	82	4650	334	1203	3599	127	240	281	153	4269	271	944	4	0	0	1	0	347	0	3369	10	0	266	0	155	15	0	3	26	0	14	0	8	114	0	8	80	0	0	33	1	20	4	469	0	9	63	0	8	0	72	255	80	0	45	78	16	2	0	0	1506	120	230	644	447	641	1878	1572	141	972	385	2221	477	470	673	284	63	41	45	25
51	0	0	0	71	0	1	0	0	0	0	2	0	1679	142	1	2	0	23	4	6750	5	0	1	155	13	0	0	1	0	412	0	1	0	0	0	0	1	0	0	0	5	3026	37	0	0	0	72	0	15	0	1	60	1	1	0	0	31	0	0	0	329	335	0	8	32565	6	24	0	0	548	1	3	0	58	0	1	0	0	1	0	0	1	0	4256	12266	161	1	2	0	69	0	23	16	14	0	0	12	0	0	0	0	0	0	8	3131	12	0	0	91	0	0	0	5592	0	0	0	0	0	0	0	0	0	0	0	470	15	0	0	282	0	82	0	3	0	0	1	0	24	0	0	0	0	0	1	0	13331	0	6784	213	329	0	0	210	6424	0	20	50	1	0	3	8	27	8	0	30
53	739	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	1	0	0	0	75995	20985	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1513	25	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	12	0	0	0	42	0	0
54	64	0	0	0	1	702	0	0	0	0	0	0	21	0	6	0	2	1649	2	1	27	0	1947	0	0	0	0	0	0	0	0	1	7	376	664	177	31	0	0	0	0	19	0	0	0	1	0	0	0	1	0	0	0	0	58	0	9787	14	1499	64	0	0	8	765	2	19	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	3403	6	2	2	0	11	10654	59	2	2	0	0	0	124	8200	7	1	0	0	0	0	26509	0	1	0	0	0	1304	4	0	0	1	0	2	1	3	0	0	1	2660	39	1	10130	0	0	0	2	0	0	0	0	0	0	0	140	0	0	305	42	0	1	78	0	0	0	6	1	2	0	66	11	0	0	5404	67	0	2161	0	0	0	0	0	9570
55	85	0	32	130	78	142	20	5	586	65	109	74	11	89	19	294	164	186	62	695	229	298	12	351	7269	1335	173	9	236	615	2841	636	468	87	137	209	439	818	684	3	649	906	429	323	398	1093	386	793	352	199	423	215	1955	858	265	587	1198	3032	77	694	50	14	27	318	437	98	618	24	11	52	148	167	78	295	1939	454	266	486	246	172	450	525	11	192	458	140	3339	904	433	1680	364	912	370	1600	1002	588	178	107	0	0	26	59	60	17	17	145	53	130	246	13	535	1085	4671	1685	338	15	60	298	239	197	110	48	78	65	52	0	144	102	8496	76	1531	181	3281	1326	232	179	358	4101	300	226	814	25	17	1938	23	171	426	436	854	475	265	246	496	2735	149	315	168	374	762	914	742	323	557	131	1032
56	42	0	24	3	4	3	25948	2	0	21	32	6	68524	65	96	20	8	10	8	5	69	15	5	5	1	0	49	0	0	4	2	16	44	3	17	21	33	0	15	5	0	3	31	6	6	16	24	1	2	3	7	6	16	74	4	18	12	19	757	47	0	13	1	20	12	0	2	10	1	3	1	28	0	3	5	11	2	11	25	3	0	9	12	2	6	5	0	610	7	10	4	18	9	64	22	186	28	0	5	0	0	0	0	0	35	2	59	14	0	8	0	48	0	4	10	14	0	34	8	45	26	10	0	17	33	0	2	1	12	0	220	29	3	33	0	28	36	308	3	6	0	33	0	0	0	0	96	1	8	65	36	9	17	10	5	2	5	2	5	0	12	11	15	20	3
57	5	0	409	2289	1	0	0	0	0	2	1	8	3	23	119	1	17	50329	11	1402	6308	773	1	2741	0	13	49	0	0	0	3	4	0	0	0	0	0	0	225	1	0	66	0	0	0	5213	669	0	0	1220	139	8962	0	0	0	0	0	0	0	0	0	0	1840	0	0	0	1	0	0	259	0	79	4	0	2349	6	0	0	0	6	0	84	0	0	0	0	1	10	19	12	3633	0	0	0	0	0	133	0	0	0	0	0	0	808	2	48	0	0	0	0	22	0	0	0	12	13	142	0	220	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	336	0	0	0	39	0	0	0	0	0	0	0	1	0	6	1	0	0	4466	0	0	0	0	0	0	1	0	1136	1490	0	0
58	7	0	1	2	7	0	1	0	72	386	0	0	12	84	5323	361	0	4	24	942	8212	6	0	4	1	506	1	0	1	35	10118	29	1	0	0	0	0	170	0	0	0	6421	0	0	0	13	0	10	342	3	1	0	1484	743	189	1	0	0	0	3	0	0	0	0	13230	0	1	0	1022	17	591	0	1	711	37	17	1	0	1	1319	0	0	31	0	0	0	0	0	14	7853	0	115	0	0	21	0	695	0	0	23	54	0	26	0	0	0	0	0	127	0	340	13450	2	11713	0	0	0	0	0	0	150	0	0	1	0	0	1	0	0	0	0	2073	1	1038	46	0	58	1549	0	13	0	59	4	0	0	0	0	198	0	3886	22	25	692	0	0	0	0	0	9	0	0	0	0	0	102
